truck_make,truck_model,truck_year,license_plate,color,fuel_type,transmission,weight_capacity,length,width,height,purchase_date,sale_date,status
Hyundai,Elantra,1997,XYZ456,Khaki,Electric,Automatic,7971,149,84,59,2/16/2006,11/24/2005,Active
Oldsmobile,98,1994,ABC123,Orange,Diesel,Automatic,6146,248,85,58,5/19/2013,12/14/2002,Inactive
Mazda,MX-5,1997,XYZ456,Purple,Diesel,Automatic,6341,145,67,72,10/4/2015,6/17/2009,Inactive
Lexus,LX,2002,XYZ456,Turquoise,Gasoline,Automatic,3811,136,54,66,4/18/2002,10/7/2019,Active
Dodge,Charger,1999,DEF789,Turquoise,Diesel,Manual,4131,141,51,57,8/27/2005,4/15/2021,Active
Mazda,MX-6,1991,DEF789,Red,Gasoline,Automatic,3540,125,55,99,12/27/2015,5/13/2011,Active
Suzuki,Reno,2005,XYZ456,Orange,Electric,Manual,6103,284,56,57,2/10/2016,12/6/2010,Active
Lexus,GS,2008,XYZ456,Red,Electric,Automatic,1488,216,92,84,11/25/2008,10/9/2012,Active
Mitsubishi,Raider,2008,XYZ456,Maroon,Gasoline,Automatic,9174,169,94,69,11/4/2022,12/21/2002,Active
GMC,Sierra 2500,2011,ABC123,Turquoise,Gasoline,Automatic,9382,255,96,68,9/11/2001,7/20/2019,Active
Panoz,Esperante,2005,DEF789,Goldenrod,Diesel,Manual,5717,277,50,78,11/16/2003,9/21/2004,Active
Chevrolet,Silverado 3500,2011,DEF789,Violet,Gasoline,Automatic,2676,248,55,76,3/4/2017,2/7/2004,Active
Honda,Prelude,1984,DEF789,Fuscia,Gasoline,Automatic,5932,241,92,69,1/20/2008,12/12/2016,Active
Mitsubishi,GTO,1992,XYZ456,Blue,Electric,Automatic,8000,248,76,60,10/19/2017,7/2/2011,Inactive
Lexus,LS,1989,XYZ456,Mauv,Gasoline,Automatic,4559,174,98,79,3/20/2018,12/13/2006,Inactive
Nissan,Altima,2004,ABC123,Aquamarine,Gasoline,Automatic,4107,262,56,81,3/13/2007,6/7/2021,Active
Chevrolet,Avalanche 2500,2005,DEF789,Goldenrod,Electric,Automatic,8322,248,75,82,8/12/2011,11/16/2014,Active
Chevrolet,Suburban 2500,2012,XYZ456,Orange,Gasoline,Automatic,3825,195,53,50,3/12/2000,8/11/2009,Active
Isuzu,Trooper,1994,DEF789,Aquamarine,Diesel,Manual,2542,273,72,88,12/27/2007,5/31/2011,Active
Suzuki,Daewoo Lacetti,2004,XYZ456,Violet,Electric,Manual,3815,144,87,64,4/18/2002,1/11/2009,Inactive
Mercedes-Benz,CL-Class,2002,ABC123,Puce,Gasoline,Automatic,6384,261,70,67,4/2/2009,11/20/2010,Active
Mercedes-Benz,SL-Class,2004,XYZ456,Puce,Electric,Automatic,7893,224,83,76,1/16/2008,6/28/2020,Active
Porsche,928,1987,DEF789,Violet,Diesel,Manual,6667,140,85,51,4/20/2011,5/2/2016,Active
Lincoln,Navigator L,2008,XYZ456,Khaki,Electric,Manual,5050,249,84,59,2/19/2017,2/25/2007,Active
Mitsubishi,Challenger,2001,XYZ456,Crimson,Electric,Manual,1372,124,66,66,7/17/2019,7/1/2018,Inactive
Lexus,LS,1995,XYZ456,Maroon,Electric,Automatic,7715,211,79,58,8/5/2015,3/7/2009,Active
Mazda,CX-9,2008,XYZ456,Blue,Gasoline,Automatic,1308,284,70,71,11/28/2009,1/18/2018,Active
Dodge,D150,1993,DEF789,Blue,Gasoline,Manual,9950,205,50,88,9/28/2009,5/23/2012,Active
Volkswagen,Passat,1986,ABC123,Blue,Electric,Automatic,3727,277,54,74,9/7/2009,1/14/2000,Active
Honda,Fit,2012,XYZ456,Goldenrod,Electric,Manual,7066,291,78,80,6/17/2008,2/29/2020,Active
Spyker,C8 Spyder Wide Body,2004,XYZ456,Puce,Electric,Manual,2655,173,97,71,5/9/2006,12/7/2007,Active
Chevrolet,Astro,2005,ABC123,Khaki,Electric,Automatic,1247,255,70,86,9/1/2002,5/21/2006,Active
BMW,Z8,2003,DEF789,Blue,Electric,Automatic,1794,191,88,55,8/20/2008,4/21/2010,Active
Chevrolet,Corvette,1968,DEF789,Maroon,Diesel,Automatic,1149,188,88,61,4/25/2004,9/25/2020,Active
Jeep,Grand Cherokee,2003,ABC123,Purple,Electric,Manual,8838,228,58,87,2/20/2006,11/6/2004,Active
Isuzu,i-290,2008,XYZ456,Green,Electric,Manual,3155,209,72,69,11/17/2000,5/14/2013,Inactive
Chevrolet,Express 1500,2006,ABC123,Maroon,Gasoline,Automatic,2946,253,94,79,1/11/2000,9/7/2012,Active
Volkswagen,GTI,1990,XYZ456,Mauv,Gasoline,Automatic,2345,172,58,64,2/13/2006,11/2/2009,Active
GMC,Safari,2000,XYZ456,Teal,Electric,Automatic,1554,110,88,55,5/1/2020,10/13/2011,Active
Cadillac,DeVille,1992,DEF789,Indigo,Electric,Manual,7589,202,99,69,2/10/2021,11/8/2004,Inactive
Tesla,Roadster,2011,XYZ456,Purple,Electric,Manual,8467,138,84,82,12/27/2000,11/23/2012,Active
MINI,MINI,2002,DEF789,Orange,Electric,Automatic,7633,135,66,65,7/20/2002,8/16/2001,Inactive
Mercedes-Benz,SL-Class,1998,XYZ456,Violet,Diesel,Manual,2440,130,57,90,9/7/2016,12/31/2011,Active
Kia,Spectra,2004,DEF789,Yellow,Gasoline,Automatic,8376,226,81,56,3/27/2004,9/8/2012,Active
Toyota,MR2,1987,DEF789,Goldenrod,Electric,Automatic,4499,217,66,87,12/31/2009,9/24/2018,Active
Volkswagen,Cabriolet,2002,DEF789,Pink,Gasoline,Manual,6582,299,91,51,1/6/2014,11/8/2019,Inactive
Mazda,Miata MX-5,2006,ABC123,Khaki,Gasoline,Automatic,4405,152,87,65,12/11/2004,2/16/2018,Active
Cadillac,Escalade,2008,ABC123,Green,Gasoline,Automatic,4395,244,57,64,2/19/2009,12/23/2012,Active
Ford,Econoline E350,1992,DEF789,Crimson,Diesel,Automatic,1910,152,76,80,6/21/2002,1/8/2013,Active
Chevrolet,Silverado 2500,2002,DEF789,Turquoise,Diesel,Manual,1368,245,83,51,11/25/2004,5/17/2012,Active
Pontiac,Grand Am,1986,DEF789,Maroon,Electric,Manual,2616,191,82,97,7/6/2006,1/8/2011,Active
Volkswagen,CC,2013,ABC123,Crimson,Electric,Automatic,4862,261,57,56,2/17/2000,7/20/2022,Active
Nissan,200SX,1996,ABC123,Crimson,Electric,Manual,6957,153,52,83,9/2/2003,2/13/2011,Active
Audi,A3,2012,ABC123,Goldenrod,Electric,Manual,2081,101,61,66,10/24/2021,7/22/2010,Active
Infiniti,G,2008,DEF789,Fuscia,Electric,Manual,9670,206,77,83,11/26/2021,4/16/2004,Active
Mercedes-Benz,G-Class,2009,ABC123,Maroon,Gasoline,Automatic,9759,229,68,51,11/14/2002,12/10/2014,Active
Dodge,Ram Van 3500,2003,DEF789,Pink,Gasoline,Manual,3846,160,100,91,3/28/2000,4/26/2015,Active
Rolls-Royce,Phantom,2011,XYZ456,Turquoise,Electric,Manual,4509,168,61,75,10/19/2001,10/25/2001,Active
Suzuki,XL-7,2008,DEF789,Turquoise,Diesel,Manual,6866,199,57,92,11/15/2013,1/11/2015,Active
Ford,Crown Victoria,1994,DEF789,Yellow,Diesel,Manual,7247,221,64,98,10/8/2005,11/8/2001,Inactive
GMC,Sonoma,2000,ABC123,Crimson,Gasoline,Automatic,2330,106,67,91,8/1/2006,1/26/2013,Active
BMW,Z4 M,2006,DEF789,Purple,Electric,Automatic,4212,184,56,65,1/22/2021,3/12/2012,Active
Chevrolet,Camaro,1970,DEF789,Fuscia,Diesel,Manual,8436,114,70,96,2/10/2004,3/20/2009,Active
Studebaker,Avanti,1962,XYZ456,Violet,Diesel,Manual,1728,213,99,88,3/3/2005,11/27/2003,Inactive
Maserati,Gran Sport,2006,DEF789,Orange,Electric,Automatic,9819,212,82,63,10/14/2012,2/5/2022,Active
Pontiac,Grand Prix,1990,ABC123,Goldenrod,Electric,Manual,2866,194,87,67,12/12/2011,1/9/2006,Active
Mercedes-Benz,M-Class,2002,DEF789,Teal,Diesel,Automatic,7869,149,59,94,9/20/2019,5/23/2020,Active
BMW,M3,2011,DEF789,Puce,Electric,Manual,5001,226,94,78,8/13/2020,7/28/2000,Active
Mitsubishi,Tredia,1984,ABC123,Indigo,Gasoline,Automatic,2601,252,100,90,8/17/2008,4/30/2011,Active
Honda,Odyssey,1999,XYZ456,Khaki,Gasoline,Manual,5794,209,98,69,4/9/2014,2/24/2002,Inactive
Cadillac,XLR,2007,DEF789,Purple,Diesel,Manual,8667,281,100,53,12/30/2012,5/2/2006,Inactive
Pontiac,Bonneville,1964,DEF789,Goldenrod,Diesel,Automatic,3515,209,78,86,11/5/2020,7/13/2019,Active
Volkswagen,rio,2000,DEF789,Goldenrod,Electric,Automatic,9134,281,89,87,5/2/2005,9/18/2011,Active
GMC,Sonoma,2001,ABC123,Mauv,Gasoline,Automatic,6373,249,97,96,1/26/2012,4/28/2020,Active
Nissan,200SX,1995,ABC123,Yellow,Gasoline,Automatic,4149,198,53,56,5/24/2004,3/22/2022,Active
Mazda,Tribute,2011,ABC123,Fuscia,Diesel,Manual,5458,192,53,65,9/22/2019,12/15/2018,Inactive
Lincoln,Town Car,1998,XYZ456,Khaki,Gasoline,Automatic,2619,121,82,74,4/21/2019,7/29/2019,Active
Volvo,V70,2008,DEF789,Fuscia,Gasoline,Automatic,7071,288,82,86,5/27/2009,1/27/2019,Inactive
Acura,Legend,1988,XYZ456,Blue,Gasoline,Manual,5819,146,69,72,8/6/2014,11/19/2010,Inactive
Cadillac,Escalade ESV,2007,DEF789,Violet,Diesel,Automatic,2445,120,90,93,8/20/2021,5/29/2021,Active
Toyota,Camry,2000,XYZ456,Red,Diesel,Manual,3903,251,54,69,2/10/2018,12/15/2008,Active
Ford,Taurus,1993,XYZ456,Violet,Electric,Automatic,4498,166,96,72,3/24/2017,4/5/2007,Active
Chevrolet,Cavalier,1997,DEF789,Red,Diesel,Manual,2175,190,76,97,8/5/2012,1/10/2002,Active
Mercury,Topaz,1984,DEF789,Teal,Electric,Automatic,1305,112,90,87,11/3/2011,2/16/2022,Active
Chevrolet,Cobalt,2008,XYZ456,Purple,Diesel,Manual,8936,220,67,89,9/19/2002,12/14/2021,Active
Chevrolet,Lumina,1992,XYZ456,Blue,Diesel,Manual,2462,161,78,66,5/13/2019,8/17/2018,Inactive
Bugatti,Veyron,2011,XYZ456,Puce,Gasoline,Automatic,1948,232,73,59,10/31/2020,9/2/2003,Inactive
Scion,xA,2005,DEF789,Turquoise,Gasoline,Automatic,1098,281,72,55,4/18/2021,7/13/2013,Active
Ford,Explorer,2001,ABC123,Fuscia,Electric,Automatic,4405,195,80,95,12/15/2010,4/10/2016,Active
Maybach,62,2008,XYZ456,Mauv,Electric,Automatic,5774,245,72,53,9/29/2012,3/24/2006,Active
Pontiac,Trans Sport,1992,DEF789,Blue,Electric,Automatic,7770,112,89,72,12/7/2013,9/27/2006,Inactive
Suzuki,SJ,1990,ABC123,Yellow,Diesel,Manual,5458,138,70,78,7/31/2018,7/28/2001,Active
Ford,LTD Crown Victoria,1984,ABC123,Goldenrod,Electric,Manual,7024,293,65,56,10/18/2021,3/23/2018,Active
Volvo,V70,2007,XYZ456,Orange,Gasoline,Manual,7148,273,67,96,6/9/2000,8/8/2003,Inactive
Ford,Excursion,2003,DEF789,Blue,Diesel,Manual,8023,141,68,57,10/25/2016,3/21/2018,Active
Land Rover,Range Rover,1997,DEF789,Teal,Gasoline,Manual,6932,150,91,52,2/21/2002,4/16/2000,Inactive
Nissan,350Z Roadster,2006,ABC123,Violet,Gasoline,Automatic,7610,231,72,76,10/2/2015,6/1/2001,Inactive
Mercury,Mountaineer,1999,ABC123,Purple,Gasoline,Manual,7634,279,91,94,2/28/2021,11/25/2002,Active
Lexus,LS,2000,DEF789,Red,Gasoline,Automatic,2500,196,68,94,12/20/2018,2/2/2007,Inactive
Jeep,Liberty,2009,ABC123,Indigo,Electric,Automatic,5706,244,68,51,1/27/2003,10/7/2000,Active
Pontiac,Bonneville,1991,XYZ456,Maroon,Diesel,Manual,1962,197,86,51,6/18/2002,7/6/2016,Active
Pontiac,Grand Prix,1968,DEF789,Blue,Diesel,Automatic,7123,180,72,66,10/14/2007,11/27/2002,Active
Mitsubishi,Tredia,1985,DEF789,Goldenrod,Diesel,Automatic,1250,179,88,77,12/28/2007,10/30/2013,Active
GMC,2500 Club Coupe,1995,ABC123,Purple,Diesel,Automatic,2239,218,83,55,6/4/2020,7/5/2005,Active
Mercedes-Benz,E-Class,1989,ABC123,Fuscia,Electric,Automatic,3731,145,60,98,3/6/2017,5/3/2014,Inactive
Toyota,Ipsum,2000,XYZ456,Orange,Gasoline,Automatic,7755,237,54,77,6/20/2016,8/30/2005,Inactive
Mercedes-Benz,CLS-Class,2006,XYZ456,Maroon,Electric,Automatic,8113,240,88,56,8/1/2002,9/3/2014,Active
Suzuki,Daewoo Magnus,2004,XYZ456,Maroon,Diesel,Manual,1890,283,50,50,4/24/2006,7/26/2009,Active
Jaguar,XJ,2006,ABC123,Aquamarine,Diesel,Automatic,1921,126,92,61,4/25/2005,10/9/2011,Active
Subaru,Justy,1988,ABC123,Maroon,Gasoline,Automatic,8618,287,61,57,4/8/2017,10/25/2003,Active
BMW,X5,2012,XYZ456,Fuscia,Electric,Automatic,8660,238,80,61,4/12/2020,5/7/2010,Active
GMC,Envoy,2000,XYZ456,Blue,Electric,Automatic,1298,188,88,94,4/13/2016,12/15/2021,Active
Pontiac,LeMans,1964,ABC123,Red,Electric,Manual,4555,194,87,98,4/11/2014,9/22/2020,Active
Ford,Mustang,1969,ABC123,Maroon,Electric,Automatic,3979,279,91,59,10/27/2008,11/1/2008,Inactive
Porsche,968,1992,ABC123,Crimson,Diesel,Manual,4938,131,77,64,11/3/2004,10/22/2020,Active
Toyota,4Runner,2002,XYZ456,Violet,Diesel,Automatic,8229,177,66,70,7/19/2007,1/8/2010,Active
Chevrolet,Monte Carlo,1999,ABC123,Teal,Gasoline,Automatic,9761,181,78,90,1/24/2004,5/5/2020,Inactive
Scion,xB,2005,XYZ456,Pink,Electric,Manual,2283,262,54,88,7/24/2022,2/4/2001,Active
Cadillac,Escalade EXT,2009,XYZ456,Indigo,Gasoline,Automatic,4226,129,86,62,11/6/2013,11/3/2010,Active
GMC,Sierra 3500,2004,DEF789,Crimson,Diesel,Automatic,7771,256,92,54,6/17/2010,9/12/2001,Active
Chevrolet,Corvette,1960,DEF789,Orange,Electric,Manual,6261,260,62,65,5/22/2013,6/6/2012,Active
Mercedes-Benz,R-Class,2007,XYZ456,Fuscia,Gasoline,Manual,4379,107,75,96,4/7/2020,10/5/2004,Inactive
Scion,xD,2009,DEF789,Indigo,Electric,Manual,1330,158,75,76,4/21/2000,1/31/2020,Active
Ford,Fairlane,1966,DEF789,Aquamarine,Diesel,Automatic,3460,180,70,54,10/7/2012,4/2/2013,Inactive
Kia,Spectra,2001,DEF789,Orange,Diesel,Manual,2325,180,61,73,7/30/2020,4/18/2020,Active
Nissan,Sentra,1995,DEF789,Violet,Gasoline,Automatic,3956,121,74,63,12/11/2016,1/14/2022,Active
Jeep,Wrangler,1999,XYZ456,Yellow,Diesel,Automatic,5730,199,66,52,5/8/2011,3/7/2007,Active
Lexus,SC,1997,DEF789,Pink,Diesel,Automatic,4457,156,69,70,11/29/2019,4/26/2014,Active
Honda,Accord,2004,DEF789,Purple,Electric,Automatic,4830,214,52,55,1/21/2018,9/5/2013,Inactive
Volkswagen,Cabriolet,1985,DEF789,Purple,Electric,Automatic,6295,119,52,91,9/4/2010,5/16/2016,Active
Mercury,Cougar,1988,XYZ456,Yellow,Diesel,Manual,8164,112,91,92,11/26/2007,6/2/2014,Inactive
Dodge,Ram Van 2500,1995,ABC123,Crimson,Diesel,Automatic,7568,207,98,62,9/6/2022,7/23/2017,Inactive
Toyota,Camry,2012,XYZ456,Yellow,Electric,Automatic,5414,275,75,52,8/5/2006,7/25/2021,Active
Mazda,MPV,2006,ABC123,Green,Diesel,Manual,4928,210,61,93,4/17/2018,10/18/2006,Active
Toyota,Solara,1999,XYZ456,Aquamarine,Gasoline,Automatic,5678,132,75,55,4/29/2007,7/11/2002,Inactive
Toyota,Celica,1996,DEF789,Crimson,Electric,Automatic,8508,137,61,77,6/18/2019,2/26/2006,Active
Mercury,Grand Marquis,1990,XYZ456,Fuscia,Electric,Automatic,6121,101,78,61,5/8/2015,2/16/2014,Active
Volvo,S80,2003,DEF789,Khaki,Diesel,Manual,6373,297,60,99,12/28/2009,5/25/2013,Active
Nissan,Frontier,1999,ABC123,Blue,Diesel,Manual,7132,179,60,84,5/17/2014,2/15/2014,Active
Chevrolet,Astro,2005,DEF789,Yellow,Electric,Manual,8095,156,66,76,6/6/2022,4/20/2017,Active
Chevrolet,Impala,2012,DEF789,Purple,Gasoline,Manual,2515,157,86,51,6/15/2013,2/19/2010,Active
Honda,Accord,1989,DEF789,Mauv,Electric,Automatic,7471,164,96,100,1/19/2009,10/25/2001,Active
Mitsubishi,Eclipse,2001,XYZ456,Goldenrod,Gasoline,Automatic,1728,237,73,82,12/12/2000,8/4/2015,Active
Audi,5000S,1985,ABC123,Orange,Electric,Manual,1096,119,78,98,12/6/2001,2/20/2016,Active
GMC,Safari,1999,XYZ456,Maroon,Electric,Manual,2590,287,80,50,8/12/2014,9/8/2002,Active
Ford,Probe,1995,DEF789,Orange,Gasoline,Manual,4084,228,68,59,9/5/2010,9/27/2005,Active
Oldsmobile,Bravada,1998,ABC123,Goldenrod,Diesel,Automatic,5752,162,56,66,4/8/2001,7/21/2018,Inactive
Ford,Econoline E150,2001,DEF789,Pink,Gasoline,Manual,6632,114,70,58,3/5/2020,2/23/2017,Active
BMW,X6,2008,ABC123,Khaki,Diesel,Automatic,6826,262,80,56,8/8/2001,4/12/2014,Active
Pontiac,LeMans,1988,ABC123,Teal,Electric,Automatic,7513,266,55,71,8/26/2020,12/1/2006,Inactive
Volkswagen,Passat,1997,DEF789,Puce,Electric,Automatic,9198,126,72,54,6/29/2012,11/27/2001,Active
Ford,Bronco II,1987,ABC123,Turquoise,Electric,Automatic,6838,270,57,54,11/4/2007,2/28/2002,Inactive
Chevrolet,1500,1995,DEF789,Red,Diesel,Automatic,1380,182,74,85,11/24/2016,5/6/2011,Active
Pontiac,Torrent,2009,DEF789,Aquamarine,Diesel,Automatic,3999,258,58,95,9/25/2022,6/16/2003,Active
Plymouth,Laser,1989,DEF789,Crimson,Electric,Automatic,5492,279,84,53,4/20/2020,12/2/2008,Inactive
Mitsubishi,GTO,1992,XYZ456,Pink,Gasoline,Automatic,6058,286,100,68,4/27/2012,6/16/2016,Inactive
Chevrolet,S10,2002,XYZ456,Green,Gasoline,Automatic,7434,171,95,52,6/27/2012,11/20/2021,Active
Volkswagen,Passat,1990,DEF789,Green,Electric,Manual,7440,188,84,98,1/14/2008,6/27/2001,Active
Dodge,Neon,2002,XYZ456,Orange,Diesel,Manual,3489,277,93,61,6/28/2002,1/30/2009,Active
Mazda,RX-7,1994,DEF789,Maroon,Electric,Manual,5624,113,53,65,3/6/2002,9/21/2019,Inactive
Volkswagen,Jetta,2002,ABC123,Turquoise,Diesel,Automatic,6671,254,73,79,12/23/2018,7/31/2022,Active
Suzuki,Aerio,2006,DEF789,Turquoise,Electric,Manual,1401,232,87,89,2/27/2008,2/6/2008,Active
Audi,S4,1992,DEF789,Crimson,Gasoline,Automatic,8234,250,58,61,6/15/2010,11/6/2002,Active
Mitsubishi,Outlander,2007,XYZ456,Puce,Gasoline,Manual,1912,153,82,58,3/19/2013,2/16/2009,Active
Honda,Civic,2011,ABC123,Goldenrod,Gasoline,Automatic,6279,189,57,98,9/8/2022,11/21/2019,Inactive
Toyota,Prius,2010,XYZ456,Turquoise,Electric,Automatic,6383,213,94,62,5/7/2005,3/18/2010,Active
Chrysler,300M,2002,XYZ456,Teal,Diesel,Manual,6666,281,52,80,8/2/2021,4/10/2008,Active
Pontiac,Firefly,1984,ABC123,Puce,Diesel,Manual,1488,279,91,64,7/6/2005,4/4/2003,Active
Hyundai,Elantra,2002,XYZ456,Violet,Diesel,Automatic,5102,218,52,94,12/20/2008,10/20/2015,Inactive
Mercedes-Benz,GL-Class,2011,DEF789,Indigo,Gasoline,Manual,5915,226,74,63,1/20/2010,4/12/2021,Active
Mazda,RX-7,1985,ABC123,Aquamarine,Electric,Manual,2964,161,50,76,1/5/2018,1/19/2013,Active
Honda,Ridgeline,2006,XYZ456,Indigo,Electric,Manual,3951,175,81,57,12/29/2015,11/5/2007,Inactive
Lincoln,Town Car,1998,DEF789,Fuscia,Diesel,Manual,5764,239,64,75,8/18/2008,9/13/2010,Active
Buick,Coachbuilder,1994,DEF789,Goldenrod,Diesel,Automatic,5520,176,76,67,11/18/2005,2/21/2001,Active
Hummer,H1,2001,XYZ456,Fuscia,Gasoline,Manual,6732,144,62,59,5/26/2020,1/9/2010,Inactive
Subaru,Outback Sport,2002,XYZ456,Puce,Diesel,Automatic,8205,137,53,79,9/29/2008,5/31/2008,Active
Volkswagen,Golf,1998,DEF789,Green,Gasoline,Manual,5893,184,55,56,2/19/2001,7/21/2020,Active
Audi,Quattro,1994,ABC123,Puce,Diesel,Manual,4201,286,65,69,5/31/2021,12/1/2013,Active
Mercedes-Benz,SL-Class,2001,XYZ456,Green,Gasoline,Automatic,8405,187,89,77,6/10/2005,2/14/2009,Active
Subaru,Impreza WRX,2011,DEF789,Teal,Diesel,Automatic,9686,111,62,54,1/5/2006,1/11/2004,Active
Mercedes-Benz,CL65 AMG,2009,DEF789,Puce,Gasoline,Manual,5137,293,90,72,9/30/2007,10/17/2013,Active
Audi,90,1993,XYZ456,Red,Gasoline,Automatic,5820,147,61,52,6/16/2021,11/24/2014,Active
Jeep,Liberty,2002,DEF789,Mauv,Electric,Automatic,7796,264,93,84,12/21/2020,1/20/2011,Active
Chevrolet,Silverado,2007,DEF789,Mauv,Diesel,Manual,3448,276,69,93,5/7/2010,2/5/2004,Active
Mercedes-Benz,S-Class,1993,DEF789,Fuscia,Diesel,Manual,1921,247,89,61,6/29/2005,4/26/2022,Inactive
Plymouth,Laser,1989,ABC123,Maroon,Gasoline,Manual,3900,238,77,83,9/25/2011,3/15/2005,Active
Pontiac,Bonneville,1968,ABC123,Purple,Electric,Automatic,7836,125,96,61,4/20/2019,4/4/2012,Inactive
Lincoln,Mark VIII,1998,XYZ456,Puce,Gasoline,Manual,8382,169,57,50,5/14/2018,4/10/2016,Active
GMC,Sierra 2500,2003,XYZ456,Pink,Diesel,Manual,7850,179,84,70,5/12/2005,8/18/2022,Inactive
Volkswagen,Type 2,1991,ABC123,Mauv,Diesel,Manual,8202,141,77,69,9/1/2010,7/19/2006,Inactive
Toyota,Corolla,2011,XYZ456,Pink,Electric,Automatic,1638,239,61,86,6/2/2012,8/29/2015,Inactive
Buick,Park Avenue,2003,DEF789,Blue,Electric,Manual,1735,293,80,87,12/5/2002,7/14/2003,Inactive
Jaguar,XF,2012,XYZ456,Blue,Gasoline,Automatic,9304,175,62,66,8/21/2001,10/18/2022,Inactive
Ford,Explorer,2013,ABC123,Indigo,Diesel,Automatic,7408,106,72,87,1/24/2013,12/26/2010,Active
Chevrolet,Camaro,1996,ABC123,Maroon,Gasoline,Automatic,4480,140,88,65,5/30/2021,6/28/2000,Inactive
GMC,Yukon,1999,DEF789,Green,Gasoline,Automatic,5025,145,51,97,1/8/2020,10/14/2009,Active
Chevrolet,Beretta,1993,DEF789,Puce,Diesel,Automatic,7446,202,77,67,5/18/2012,7/15/2011,Active
GMC,Sonoma,2004,XYZ456,Teal,Gasoline,Manual,5469,206,98,76,10/20/2010,2/16/2006,Active
BMW,6 Series,2005,ABC123,Fuscia,Electric,Automatic,5342,172,75,78,4/3/2001,3/21/2018,Active
Mercedes-Benz,E-Class,2007,DEF789,Crimson,Gasoline,Manual,6066,275,50,72,11/6/2004,3/3/2007,Active
Hyundai,Sonata,2004,DEF789,Green,Electric,Manual,6803,245,97,60,2/5/2019,7/16/2005,Inactive
Bentley,Continental Flying Spur,2009,XYZ456,Khaki,Diesel,Manual,4773,259,74,78,11/27/2018,1/2/2014,Active
Mitsubishi,Galant,1988,ABC123,Crimson,Gasoline,Automatic,5878,294,67,95,4/1/2008,8/21/2005,Active
Lincoln,Town Car,2006,ABC123,Orange,Electric,Manual,6871,165,79,76,5/7/2001,1/12/2004,Active
Mazda,Protege,1996,DEF789,Green,Gasoline,Automatic,1494,259,86,65,8/7/2021,4/18/2004,Inactive
Dodge,D150,1993,ABC123,Orange,Electric,Manual,3086,123,62,99,6/4/2008,2/4/2005,Active
GMC,Canyon,2009,DEF789,Turquoise,Electric,Manual,8090,222,72,57,8/29/2011,10/27/2022,Active
Pontiac,Trans Sport,1992,ABC123,Green,Gasoline,Manual,1600,114,55,98,2/22/2001,2/17/2016,Active
MINI,Cooper,2011,XYZ456,Indigo,Gasoline,Manual,6078,179,77,88,9/19/2000,6/3/2009,Active
Ford,Ranger,1988,XYZ456,Red,Gasoline,Manual,5784,124,54,62,4/29/2007,2/3/2021,Active
Honda,Prelude,1993,DEF789,Teal,Gasoline,Manual,8718,128,62,68,9/14/2006,3/17/2014,Active
Ford,Crown Victoria,2008,XYZ456,Crimson,Gasoline,Automatic,8234,109,74,72,11/10/2000,11/29/2014,Inactive
Aston Martin,DB9,2012,XYZ456,Khaki,Diesel,Manual,8360,252,75,89,9/20/2002,5/22/2012,Active
Toyota,Solara,2001,ABC123,Blue,Gasoline,Manual,3117,289,61,77,6/14/2008,4/18/2002,Active
Chevrolet,Express 2500,2012,XYZ456,Fuscia,Gasoline,Automatic,6536,236,79,80,5/13/2020,3/18/2017,Inactive
Dodge,Dynasty,1993,DEF789,Puce,Electric,Manual,7293,202,64,100,5/6/2012,9/4/2009,Active
Lincoln,Continental Mark VII,1992,XYZ456,Teal,Diesel,Manual,1632,120,64,66,4/22/2001,4/8/2013,Active
Jaguar,XJ,2011,XYZ456,Khaki,Electric,Automatic,5386,184,94,67,5/3/2000,9/1/2002,Inactive
Mitsubishi,Pajero,1998,XYZ456,Green,Electric,Automatic,3472,131,92,91,7/10/2001,8/13/2012,Active
Audi,A6,2010,DEF789,Blue,Diesel,Manual,8936,233,71,63,4/8/2007,5/6/2007,Active
Chevrolet,Silverado 2500,2008,DEF789,Turquoise,Diesel,Manual,8527,176,66,66,6/13/2019,8/31/2007,Active
Porsche,928,1993,DEF789,Orange,Diesel,Automatic,5480,167,57,78,7/23/2021,7/3/2014,Active
Toyota,4Runner,1998,XYZ456,Orange,Diesel,Automatic,1056,166,64,76,9/22/2000,9/2/2018,Inactive
Suzuki,Swift,1999,DEF789,Yellow,Gasoline,Manual,1908,253,64,53,8/27/2005,9/4/2011,Inactive
GMC,Vandura 1500,1994,ABC123,Orange,Diesel,Manual,1913,116,78,52,3/29/2014,3/5/2000,Inactive
Lexus,SC,2000,DEF789,Khaki,Gasoline,Manual,4202,202,74,69,1/29/2017,11/27/2015,Active
Honda,Pilot,2004,ABC123,Maroon,Electric,Automatic,3672,237,85,68,3/8/2005,10/14/2021,Inactive
Geo,Metro,1994,ABC123,Violet,Electric,Automatic,7420,187,86,97,11/14/2000,11/9/2004,Active
Lexus,LS,1989,XYZ456,Green,Electric,Automatic,6031,133,91,53,2/27/2010,2/14/2008,Active
Scion,tC,2008,ABC123,Crimson,Diesel,Manual,1059,181,61,70,6/10/2022,11/17/2000,Active
Honda,Accord,1984,XYZ456,Fuscia,Gasoline,Automatic,7414,290,56,56,6/13/2008,12/24/2006,Inactive
Audi,S4,2008,XYZ456,Pink,Diesel,Automatic,7103,229,100,94,8/26/2006,12/25/2020,Inactive
